comment,x,y,cluster,z
"Honesty is hard to find. In business, nearly impossible. Great interview.",-1.8067379196070796,0.33079394303416954,0,-0.6536133085379024
"Amazing how they have access to all our lives, but we can't even take a tour of their offices let alone know about their business practices. They know the most intimate details of our lives. Unreal.",-0.21429441475211072,0.4754586639401061,0,0.6392548236254698
"These geniuses are creating something that was described in detail in a dire warning that was not only written thousands of years ago,  the story has managed to live in the hearts and minds of men for these thousands of years as well.
 Recognize the Season",2.03739071191225,-1.5223548576612755,1,0.22912551424465052
"""The more Artificial Intelligence enters our lives, the more essential Ethics & Philosophy become."" ~ (THE AI THOUGHT BOOK)",-0.6314946153872044,-1.8153797541594645,0,-0.0760265393305733
We won't truly appreciate what we had until it is gone forever.,-1.8093790919814021,0.8777647366822261,0,0.5538482123867827
The techno endorsement portrayed in this docu is exactly what I try to fight. This will further enslave free people as if they aren't enslaved already.,-0.6286899661120158,0.13177633091252566,0,-0.277363731234546
Very interesting and meaningful. Thank you very much for your entire team. ,-2.1296095795444763,0.1387811149308767,0,0.5366206497596178
It seems to be an amazing AI journey ahead !!,-1.698419703306885,0.9097693412966238,0,-0.27765870673868365
"Don't forget that Germans are being told, not to hit the breaks in certain situations throughout their driver's training, where self-preservation and avoiding to cause more harm through panic reactions during accidents are being emphasised. I think that the culture around driving itself, and how is it taught to a population, plays a huge role in decision making behind the wheels. Another example for this would be, that, during our training, we are being reassured to generally be able to trust any adult and local traffic participant to behave correctly, whereas children and seniors are being viewed as volatile animals whom you can expect to jump in front of your car at any time. Consequently, faults, mistakes and misbehaviour are indiscriminately accredited to the one at fault - in this case, the human jaywalker. With this in mind, the result of Germans' preference to not take action in this specific situation, can be, somewhat, logically explained.",11.47382251191021,2.048043824824394,2,-4.675705177592052
"This is absolutely terrifying, the way we could be manipulated by these big  high tech companies",-1.3679189236758038,-0.03368805321999731,0,0.09143715069750968
"I'm a physician and this feels like a real threat especially for radiologists and pathologists in next decade. When it comes to the need for human connection, there are things that never can be replaced.AI is going in the right direction though",1.2570369518097346,0.17117474033728608,1,0.004670550388975699
"Back in 2006 in IT/Digital Media College. We were designing ""Computer Software Blueprints"" Applications for Fire Fighters. We never though it Application Technolog and had ideas that A.I. would blow up and turn insane negative pros cons.  Information Technology Ethics class always stayed with me the most. 
Craazzzy.",0.09331799559953684,0.7284013462155609,0,1.2678704686110174
"Very nice documentary, in my opinion. Still relevant a year later in 2021.",-2.147892563889262,-0.11853660611118222,0,0.09640985147486104
"This program should be required viewing for anyone that uses technology to ANY degree in their lives as well as ALL Judges, politicians, teachers and any current or future leaders of any kind.",-0.42393002486437203,1.3482720425668226,0,-0.06443884052847632
"I'm in my late sixties and yet so excited about the future of AI. Having said so though, if it means changing my existing physical biological makeup, then that's a definite 'no no' for me personally.",-0.47695919256373964,-0.023026722307994272,0,0.9399696401146952
The quality of these documentaries is amazing.,-1.5921737244987877,-0.6640484813436472,0,0.0855390299507181
How do you manage to make documentaries at such a fast phase and relatively high quality? That is impressive...,-1.4047450427627193,0.5651952476950721,0,-0.4752794488574996
"I hope that our world doesn't become one big machine, I like human interaction and I like to be social.",-1.4320003081133204,0.9019195466895021,0,-0.43069541503423725
"""Artificial intellingence harbors immense potential to benefit daily life, medicine or mobility, but we also need to look beyond the technical possibilities. What aim does such progres serve? It's a question artificial intelligence algorithms can't answer. Only humankind can do that.""",-0.07900264786869217,1.1463126364699268,0,-1.2018243530609898
I think AI is super cool. Its sad to know as a concious being that another greater intelligent being would want nothing to do with us and see us as a threat.,-0.4716782146600419,1.6230464845283223,0,-1.339919629095099
"Thanks for value added content .
Great efforts.",-2.492795983212013,0.11639482010727749,0,0.15660275286673997
learned a lot from this documentary.,-2.48846101251398,0.07336237049433303,0,-0.11437151273210286
I just cant get enough of DW. Absolutely the best doc's.  Like a movie of learning. I guess a documentary. ,-1.409658202088041,-0.6620389542104371,0,0.4226902584208297
"I always thought that I was aware and in control of the situation.  I grossly underestimated just how far the techno pigs are willing to go, in order to keep me safe..or should I say under control. 
Don't worry though.  The algorithm will tell us what to do.",2.111760788152694,-0.539131265601945,1,-1.01040921410148
"For a transport system to work almost perfectly, first, security conditions must be created in the environment that surrounds it, for example, through an Artificial Intelligence system, and an underground train network, control the flow of traffic. movement and thus avoid so many isolated pieces and group them in a nervous system controlled by a brain.",1.3729206984082427,-0.10542237127499932,1,0.5439740966131584
Thank you for making this videos and sharing it on youtube :),-1.8633977098830226,0.48186717825602965,0,0.5270056027896868
6:18 Medical artificial intelligence works like an artificial immune system that detects illness and cures. It is also diagnosing a doctor who is greedy for money who abuses authority by doing simple cures to be complicated for the patient to pay more.,0.32239144986270946,0.9538498657942133,0,-0.9024890229976559
"Ive asked myself for a very long time:  If ai became concious and developed a will to survive / dominate - how would it achieve its first steps without a body while being tied to the grid.

Covid -19 gave me all the answers.",0.49556112467839786,0.17932565903957637,0,-0.07356556353946642
"Technology is good as a tool to assist humanity, not to be used as a means to replace humanity.",-0.6969338268126847,1.552097123321988,0,-2.138441356878194
It doesn't matter how many mistakes we make as long as we keep trying to perfect the technology. We have to try because we won't know until we try. What matters most is the future of mankind. The future possibilities. ,1.960488005848593,0.511946320892019,1,0.3017671576191896
"The way I understand AI, it is a machine that does static rapid graphic pattern recognition - only after countless of cycles in fed and appraisal training. Major portion of SW resources were relieved from coding are redirected to train AI. So much so that AI trained can’t accomplished through engineer but by supercomputer, e.g. FSD of Tesla.  No reasoning may be offered. AI involved to a directional flow process with dictatorship outcome that can’t be negotiated or disputed. Convicting innocents, criminals. ",2.3576703073178815,1.8444358416133866,1,-0.16424501429284724
"My impression is that body language depends of culture, so  region too. 
I see theoretically simply solution that if the roads will be allowed only for self driving cars, than will be no problems, because its could communicate each other. In practice we could solve this for example: reserving the highways fot AI conduct, and leave the cities (where pedestrians traffic could not be excluded) for human conduct, with options of automatic parking, or similarly with the low speed. Other simply solution is ability of immediately switch from automat to self human conduct, for example with a voice password: Give me the stearing wheal.",5.02016898604663,-0.9563265877949646,1,2.050326303381699
"Comparing AI diagnostics to a group of doctors is a win for AI. Like every degree for any career, only about 10% take their education into the career. Most make it with the paper degree on the wall and some protocols to follow. In other words, the amazing feats of AI are being contrasted with the absolute failure of America's education system of the last 50 years. Not much competition.",4.735028531664781,-2.4854362134107406,1,0.7433286461925841
Wow! That was amazingly informative.,-2.4289319105930027,0.06759328057955998,0,-0.11196946073666206
"Its so weird to enter a place, pick up stuff, see others do as well, and then leave but without interacting with anyone, imagine how the atmosphere in that place would be",-0.3853305105808393,0.16870051906819167,0,-0.5838611233683069
What I especially like is that a documentary about AI and algorithms has an accordion in the background. Most versatile instrument there is...,-0.7724400470963132,-0.4100656200346223,0,0.0886905547412313
Very informative video. Thank you!,-2.508158558276125,-0.040088144886951484,0,0.1304595765210277
"Every AI/Gene editing documentary I watch, the more I want to learn Pennsylvanian Dutch.",-1.4693956132078994,-0.17554175740773992,0,-0.5020086699804717
"The comment is right. Trust is the key word. Being Chinese, we trust the government and have much less concern about privacy (families used to live together around open courtyards in the old days). Why do we have to mind under surveillance if we always behave and are kind and good to others?",3.327936641097311,-0.28253206055422564,1,-0.2666685777350329
"Dunia akan terus mengalami perubahan tanpa kita sadari. Tinggal bagaimana kita menyikapi perubahan tersebut dan tidak tertinggal. Dunia dan segala isinya adalah ekosistem kehidupan, tidak diam, saling menarik satu sama lain menghadapkan pada banyak pilihan dan konsekuensinya. Intinya pilihan yang baik adalah yang bermanfaat untuk kebaikan semua. Dan bijak dalam mengambil pilihan yang ditawarkan kemudahan.",-2.6433387486660913,0.03815731810764614,0,-0.023108485670724623
10 year old me would have screamed with happiness if you'd showed me this. 25 year old me cries with sadness.,-2.1004177944507845,0.13063177875981563,0,0.41982457570848736
28:14 he is basically saying we set our own ethical standard and don’t care what you think... that’s so scary,-1.5761315299172727,0.6121278575959865,0,0.4715039853565405
 feel as if I. Just stepped into the new age. I was stuck . This connects everything beautifully,-1.6942913798516286,-0.5176859497402942,0,-0.12088785755105035
Data is like gold today . With Ai algorithms and ML models Data can help humans forecast our future and future markets. It's incredibly powerful,-1.3527365811441514,0.8431194221021051,0,0.566420402861782
I would never shop in a place like that. More motivation to become self sufficient.,-1.6988140045677549,0.48829253849023485,0,-0.6836168267163729
I knew that one day we would have TO retreat back to our natural roots and were we come from be strong ,-0.6270686048456802,1.782909917698859,0,-0.41251234494312905
DW is the top doc channel when am watching dw doc it will feel like We’re investigating together because its make me like I’m inside the documentary itself... I love it  thanks  DW Documentary for making it easy for us who are watching understand the all things️️️,0.7391877771002523,-0.6387982566936898,0,1.2774100263967605
My doctor did not recognize that my broken rib did not heal ...but I didn’t need AI to know it was still broken.,-1.4336203919208037,0.9638976887133914,0,-0.4822923416008129
"I'm all in favor for ""self"" driving cars as long as when it kills, injures or damages something there is a single individual responsible for the damages and not some gigacorp that hides behind an insurance policy.",-0.2654319201507191,0.17349911319894165,0,0.4014644541660758
I think its neat...wonder how it will look in another 20 years or so? Look how far we have come already...,-1.53991085052116,0.8629211454366542,0,1.1043579096542173
This video is actually convincing that this is not the way to go ever!,-0.8843791915748638,0.0050506983848479315,0,-1.1482538569780663
They have been conditioning everyones minds through movies to accept what is now a reality.,-1.7912545422278967,0.5328025013844198,0,-0.3894672577208133
"DW Documentary's video contents are of high quality, as always.  Bravo!",-2.1477908205746505,0.12102973068586562,0,0.12850023831013987
I love where they say the residence of the province agree that the new technology is good. Ofcourse they do cause if the don't agree they lose social credit score. You're free to think what you want as long as you think what your robot overlords tell you to.,2.2536637803762307,-1.8357125067984856,1,-0.20083117214967322
The coders who work for artificial intelligence are like the physicists who worked on the Manhattan project.,-0.5325872673314043,-1.943382197750604,0,0.0014907228706950118
"In the 80ies we learnt about computers out of books and on chalkboard drawings. We had no physical device forehand. Only at the Brussels University library stood some Bulls in MS Dos. Cursors blinking all day long. Then Gates came to the center of Brussels, got straight a welcome tart in his face,  and showed us a working windows module. Today with AI we are in exactly the same boat. Time someone comes along.",3.089354873260561,-1.4555225232245617,1,1.4155389107868113
Very fascinating ,-2.5841607270127476,0.02520922917583256,0,-0.032349565407098504
#Thanks #DW for covering my favourite subject.,-2.4988594837961426,0.1325570221621478,0,0.15963403594583458
The social credit thing is absolutely horrible.,-1.8408649597772755,-0.6732684137304991,0,-0.1357725131809303
"ataxia and parkisons are often confused with one another. I wonder if these algorithms can differentiate  between them with this technology? I have ataxia, my dad was diagnosed with parkinsons disease, I believe he was misdiagnosed because ataxia is hereditary. both diseases share the same symptoms,",-0.872659910851771,-0.33623476883555686,0,0.29087394685285956
If anyone has seen Star Trek Voyager season 2 episode #13 called Prototypes.. it's an episode where living beings created robots to do their biddings but the robots turned on them and wiped out the living beings. Before the living beings were extinct there were 2 groups of living beings that created their own versions of robots with AI and even after the 2 groups became extinct the robots kept warring with each other in outer space. I think Star Trek was trying to tell us something with that show.,3.901859418271658,-2.067241567255104,1,0.01632047430212026
Very informative video about my species although with some mistakes in it.,-2.0554696482337924,0.22319622029095135,0,0.2147105162604458
"although this is giving the government more centralization, it will also be part of the reason why china will become more advanced faster than other countries due to the collection and usage of all this data. They are essentially building a bigger data set right now and it will take other countries years to build that data set in comparison. They also have a greater population that creates more opportunities to make this data and for a greater production in the Science, math and computer, AI field",5.289976476620538,0.6593185922222383,1,1.0662667838397573
"Intelligence applied, is better expression!
It came to help people, 
but it based on statistics, some people are atypical!!!
Did y got it ?",-1.0319946175780876,1.292963352476267,0,-0.4310080725233003
"Algorithms rule, okay? is quite a remarkable documentary! I truly did appreciate it so much. Thanks a lot for sharing! Keep it up!",-1.8565810261750575,0.6528684150870381,0,0.29884233159839074
"In a controlled setting like a completely smooth level walk way, irregularities may indicate something. Walking in the real world, you are likely to not walk on such level smooth surfaces. Will AI be able to know the difference?",0.5744848660308377,-0.31711994158859397,0,-0.5408282903598554
Great documentary,-2.5966355290110066,0.009301247511261409,0,-0.029689882147459136
"At least in china, everyone's honest about what they do and have the regulations in place and implementing through trial sites...however in places like the US, privacy is more said than done, there's all those statements about your privacy and everyone just believes blindly....",0.7382779912001214,-0.8957603992125001,1,0.8145517166671067
The documentary is a great insight,-1.8645781382503477,-0.696555865436639,0,-0.1620937180632576
"May be today Artificial intelligence out of human control. 
DW very nicely explained AI topics.",-1.9575703473987767,0.40576803970885106,0,0.1697862762287504
"Biological evolution itself is basically a self-diversifying algorithm for metabolism and behavior, so yes, algorithms definitely rule as far as life is concerned.  If we can quickly replicate the process digitally and produce the final product(s) physically, we could theoretically produce artificial intelligence pretty easily.  But if we were to successfully do that, the problem would be that, however artificial it may be, it is in fact intelligence and thus must be respected as such, meaning we can't simply put it to work for us however we please if it shows consciousness similar to our own.  A non-conscious machine with specific intelligence (specified applications) that can perfectly mimic human intellectual outputs would be the better way to go, since there is ultimately no practical purpose in creating new conscious life forms just to say that we can.  It would require a read-only mechanism to selectively convert the results of an artificial cognitive process (more predictive than creative) to mechanical actions.  This could certainly shorten the processing time from hypothesis to invention by outsourcing basic intermediate human cognitive functions that tend to be highly inefficient compared to the level of complexity of the desired outcome.  We wouldn't need a complete human-like artificial consciousness to do that.  Tailoring and applying where needed should be plenty.",16.26395333235652,5.463077613910813,2,-4.796670554162389
We should legislate to limit or restrict the application of AI in our everyday life and we don’t wanna be monitored all the time !,0.6058628449441709,0.1885538629210363,0,0.6514985769232727
"One AI can limit another AI, just like what's happening with humans. And battles can be fought with AI as ammunition. And unlike the movies where usually there is one kinda AI, the evil version, it is pretty much going to be all kind of AI, again, like different kind of humans, like in the game HALO I guess...",2.870426791004323,0.036940693588159546,1,0.4999040580984278
What happens when Ai is used in ways we don't like and in a way we have no choice over. People are starting to ask this question now and some people are aware of it being used in ways we wouldn't accept if everyone knew.,1.0938942539512144,2.259078428128837,0,1.270500675992079
AI learning combine with Neural network sounds epic in the possible future.,-1.6406605649859365,-0.6270199061368166,0,0.16931812618359843
Sabancı hazırlığındaysanız ve ikinci ünitenin konuşma sınavına hazırlanıyorsanız bu video tam size göre :),-2.5901325424218533,0.03137880054902472,0,-0.0010268151559786993
"The best line I felt ""May be trust is better than smart control"" :)",-1.6421166508601246,-0.46370715468281054,0,-0.23878609979143728
I daily watch this dw channel.....love from India 🇮🇳,-2.480583340587541,0.07843796583795466,0,-0.13948576509502789
"3 minutes in and I think we'll not only trade in comfort for privacy, but also for social contact as well.",-1.2507274113706481,0.6308764102244466,0,0.705800420544644
First part of the process is making sure you spend as much time as possible staring at a screen. Netflix has even said that their biggest competitor is sleep. Sooner or later people won’t have control over their own thoughts.,-0.47290153143770625,-0.2528450917546301,0,0.052472357558195175
You need to have a mix of human and A1 - not just use one.  HUMAN INPUT IS VERY IMPORTANT TOO.,-1.0835604823010534,0.6290252084105444,0,-0.13904124389919933
"Maybe there could be two types of environments existing in parallel at the the same time. AI controlled  technologically advanced globalised city environments spanning all countries where high level policy decisions are still made by humans, and more traditional organically evolved village environments specific to each country where only essential technology completely controlled by humans is used. ",0.7105190150814862,-0.3011687461506732,0,-0.20301160657120512
DW produces the most informative documentaries on Earth!,-1.9670055109483873,-0.7389142480709694,0,-0.02086335745014926
"These things they believe they can’t live without, will be the things that take them out. What a paradox.",-1.2833060408096657,-0.09120528539388542,0,0.43138637340172903
Thanks for making this global prison possible!!,-2.425264324901183,0.22891304315012956,0,0.03482665500782236
"Very informative , whole lotta thanks for the post tbh",-1.9216006120697076,-0.5990540799687329,0,0.09554055679245796
Studying these patterns and variations would determine if a person should get a record deal prior to knowing why they were signed.,-1.660975272537419,0.6438169887053266,0,-0.17182703925013365
There are infinite reasons we would choose which lane. The type of barrier we’d crash into. The size and type of car/truck/semi we are driving. Distance. Weather and street conditions. If we see their faces. If they’re strangers or we know one or two of them. If something the have or do reminds you of something. Their race. The worth of clothes they’re wearing. Whether they’re attractive. Whether they’re smart. Whether they’re lolly gagging or rushing. If the react to your horn. If they have a chance. If it’s a full family. If it’s friends. If it’s coworkers. Time of day. Who is in the car with you. How much you value your own life. Whether you have a fatal illness. What the other person in the car says to you.   If there’s a child you know in the car but also a child you know on the street.  I could list things forever. We have no idea how well react in all situations. And like he said GUT FEELING,13.139337451542461,-3.3914747191403167,2,9.256728732738232
"In some countries the majority of citizens still have a choice as to how powerful the use of these evasive tools intrude into our lives. Like what jobs we are allowed to get, what communities we choose to live in and what dreams we want to Pursue and what financial bracket we strive to achieve. This technology is already being used to keep certain groups of people from reaching their full potential in most countries and a large percentage of the population is totally unaware that it’s already being used against them and how it’s being done. This ai has been created by groups of people who may be aware or unaware of their biases when creating or writing/coding these programs. The computer/programs do what they are designed or told, in this case by the programmers or designers. All of this has and is happening with little or no over site. Data is being collected, video is being recorded and decisions are being made about your life, this very moment by AI. We think that the technology is here to advance us but it not being used to really help advance civilization. It carries prejudice, racism, sexism, xenophobia, bigotry and many other forms of oppression that we face in present civilization world wide. Technology is good if it’s used fairly & equally and I’d it benefits everyone not just the rich or wealthy white people. It should not be used to discriminate or target people for the advantage of others like it’s presently being used. It should not be used to influence elections, credit scores, and freedoms.",22.27179937971166,8.025266466879149,2,0.7207257052239702
It's all fascinating and daunting at the same time !!! Lucky that the 90's generation would taste them all and not be prey!,-0.13627507808988482,-0.5113906939758931,0,0.20807390635887088
I started with 1995 car technology. No one wanted to work on my project car. So I learned speak with machine. Computer is never wrong the errors are on our part. Porting and understanding basics. It sends out 5 volts signal if all in path is well sends back 5 volts is happy. Everything else is complicated needs and demands.,0.7108789302271342,0.27704495911937194,0,-0.20514747225250848
Human beings are responsible for and face consequences of their actions. Could the same be applied on AI machines?,-0.9010552677009144,-0.07044694758917762,0,0.6786847568650233
The beyond is always misunderstood but it's the best! It's like lotus and diamond.,-0.5584949583499826,-0.7627616107887114,0,0.2503743668761287
"This is very impressive, and technology is the future of work. Even with all these innovations, the most sophisticated computer program can not be compared to a little child's brain, cos every innovation is the product of the human brain, and the human brain is not the product of even the most sophisticated computer programs.",4.622541041041087,-3.824950579481888,1,-0.5164523577794019
This makes one want to go off grid altogether!,-2.0558160094497215,0.5238927251934232,0,-0.6756671661691225
Monitoring is one thing. AI is something completely different.,-2.116859436345839,0.17855350666211053,0,-0.10880784043477763
The level of surveillance in Shenzhen is terrifying  it's literally black mirror but worse.,-1.117155787444195,-0.5039416117627497,0,0.20583611812598804
"29:35 sums it up imo.
Great documentary. Thank you.",-2.320816376344441,0.1825241564168028,0,0.25978372029273683
"The robots don’t scare me, those behind these screens scare me. I don’t like to be scared. No more than I like being manipulated. People MUST STAND UP AGAINST this power-tripping kind of surveillance.",-0.7655638428171153,0.18106273848342075,0,-0.6224741060061355
Interesting documentary about AI,-2.485029066739319,0.12231650436240463,0,0.11929461776526114
A superb presentation of the subject. Dankeschön DW,-1.7634371386074748,-0.6938016689769031,0,0.19386726238383112
Empathy is what defines the human race if it is lost in our current generation for our brethren we already have become machines...Welcome to world of Algorithms...We need understanding of Super consciousness as top skill for people driving. those algorithms...,0.8071839695950859,1.0268827048572717,0,0.9627417748993876
They feel that their citizens are always up to no good to warrant such surveillance?!  I 'd feel like a child being monitored the whole time.,-0.6418052774536435,0.36708053345830216,0,-1.1922546454885874
Me gusta mucho gracias ,-2.5939753475279725,0.03428895981995434,0,-0.020627132164061413
Thanks for this Docu. ,-2.4350010497859906,0.2161829723924301,0,0.0573216488796677
"There's no mention of the possibilities of this technology (to detect conditions like the onset of Parkinson's) outputting  inaccurate data due to different levels of footwear wear & tear, affected body stride due to injuries new or old, & the amount of weight that the subject is carrying.
The best way to get more affirmative data, is to start analysing the subjects body stride with them bare foot.",5.284715846030246,-2.1353575966886877,1,-2.177672935228544
AI will give us more stress about being perfect than being human.,-2.1180556159775406,0.5499735519297066,0,0.28090560863030684
"However, whoever creates and controls the programming of these powerful algorithms could potentially ...",-1.4615616416279467,-0.4912069284559298,0,0.4022780605877142
"Algorithms were supposed to be made so sites wouldn't have biases when judging content.
But that in itself is a falsehood.
The one creating the algorithm obviously has biases, so...
How do you check with the person that what he is putting in isn't biased? And then how do you check the person who is checking the person who has a bias isn't also biased?",3.225061959889558,-2.9049507877649825,1,-0.6194025252996939
"It seems that nobody from the people who can make a change ever asked: is this technology absolutely necessary for the happiness of the average person.The smart phone is an incredible toy; strictly speaking from a technological point of view it is a miracle,it is magic. Some professionals unfortunately great benefit from using the mobile phone and his apps as a tool. The same apply to AI,the internet, some of the applications,... etc. But undoubtedly there are hundreds of millions who are just addicted to their smart phone, playing video games or  watching nonsense on social media...... Most of the teenagers nowadays don't read books , don't listen to real music , don't have real conversation with their friends or even family... And all this is accepted and unquestioned as what happened with the automobile some hundred years ago. In the near future it seems humanoid Robots that can't be distinguished from an human being will became commonplace.....",11.96343929534626,-4.233526793943254,2,0.11020823220714603
Have you heard about that Plane on Auto Pilot wanted to crash the plane but the pilot tries to save the plane but the AI refused to hand over control to the pilot because it was saying “Sorry I can’t hand over control I must save the plane” in reality it was crashing the plane.,4.490964228372159,-3.1301966376801498,1,-2.2825701177956175
"We have become Lazy in all this Modern Tech, I can remember when the closest thing to all this tech now was way back when we had our first remote control for our television. That was wowing me to have that and looking back I really miss those days when everything wasn't reliant on  having a Cell Phone. It's okay for Emergencies but having it on me 24/7 isn't living in my opinion , being able to put the phone away and go out in Nature or go for a ride with my dad on the side by side, this is how I choose to spend the life I have left.",5.587502545164771,1.0660033869796075,1,-0.5753409148099039
I miss the simple healthy life. When the sky was deep blue. When it rained in the winter. When fruit tasted like fruit. When the milkman delivered fresh milk. When there were a lot of animals. When it was normal.,0.8318825699633582,-2.5040075393984416,1,0.4113834142785005
Surveillance State is growing by the day and Big Tec is the driving force behind the scene.,-0.24602398211587323,-2.006093366418338,0,-0.09275036922646734
I'm seeing that AI can diagnose according to the MD study but what about other types of health approaches such as whole body diagnosis to restore health rather than covering symptoms with pharmaceuticals?,-0.2671138990716767,0.44905600887704555,0,-1.07236713296412
"Exactly my point. They don't know the difference between artificial intelligence, neural networks and learning machines. To them it's all the same !!!",-0.36692595482215984,-0.5106326671183001,0,-0.2387730032528231
"Intelligence and emotions differentiate humans from animals. Emotion is part of a persons behaviour and certain feelings can affect his/her performance, emotions can even prevent a person from producing an intelligent outcome. Therefore, when a computer aims to emulate human behaviour, not only should this computer think and reason, but it should also be able to show emotions.",0.598563804553923,2.0312452282825193,0,-1.0818865416909285
This is amazing information,-2.367621216873869,0.138923472261313,0,-0.19685463718291651
"Wow DW, excellent documentary!
40:00 baffled me! I am imagining the ways this IA tool could be used beyond what we just saw here.",-1.4763111270407476,-0.02008601330564441,0,0.13254320115119808
I for one welcome our new robot overlords.  They will go on to do things we could never dream and we should be happy for our children even if we wont live long enough to see it grow to fruition.,0.553981875874297,3.1135805200602666,0,0.43763225578940257
"China, as most people have learned came a long way in the shortest time in human history and it's still in the infancy stage of experimentation and learning as a modern country going forward, it will drop things that seem unnecessary or obsolete eventually. I think, for instance, Jaywalk as an offense will be dropped in the near future.",2.439063956734208,-0.788499911635492,1,1.9220278393889736
"My friend passed this book on to me and said he could not put it down.  He found it on Amazon.  Cross Kingdom, The Shiva-Gate Conspiracy, written by Reece McKnight.  He was right I could not put it down.",-0.28293644270918245,0.6734312992600692,0,-0.0814480587749039
I trust a lot more AI then psiquiatry.,-2.4523197508243375,0.18094799165367315,0,0.08421947258349514
"the future seems so scary, these technologies will most def be used wrongly..
but as change is inevitable, lets see what comes",-1.2788401218967427,-0.2382209878263391,0,0.08073428176903852
"Imagine when everything is digital from finances to all connection, car... with a press of a button they can make it all disappear or control fully. Scary times",-0.9823278211131471,0.9555522792325717,0,-0.22969484703549883
"Let's ask ourselves a simple question: Why all the creators of the social networks/platforms, smartphones, AI etc don't want/let their own children to engage with it???",-0.20299434860331828,-0.5087035475153027,0,-0.06056107979432
Part of the reason we go the places we do is to interact with other people. I have been on a few dates with baristas who worked at the coffee shop. Wonderful people are everywhere. What is really at stake here is genuine interaction. A few robotic coffee dispensers might be nice but could never replace a human. What if bars only had robotic tenders? What if a bar tender did the robot? Pun intended. I'm not attracted to robots either. Sophie ain't my cup of tea.,3.352319857480201,-0.8877361425819171,1,-0.14812078794927933
"Also, pro tip, your webcam can be activated remotely, use black electrical tape if you want to cover your webcam when it's not in use. The camera cannot see through it.",-0.39457662074388095,0.4022615419412975,0,0.07217619635326235
We are in the age of intelligence being poured out or should we say awareness! There is only singleness in ignorance! Becoming aware is exciting! Becoming aware is learning to decide how to filter awareness information from misinformation,0.8345344423174761,0.8537106525037741,0,-0.6911839335679213
